food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 20, lowerchoice",1300.0,10.8,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 20, lowerchoice",1300.0,26.7,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 21, lowerchoice",1300.0,28.0,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 21, lowerchoice",1300.0,11.0,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 3, lowerchoice",1300.0,26.4,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 3, lowerchoice",1300.0,12.8,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 4, lowerchoice",1300.0,25.8,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 4, lowerchoice",1300.0,15.5,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 8, lowerchoice",1300.0,28.5,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 8, lowerchoice",1300.0,7.44,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 9, lowerchoice",1300.0,7.68,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 9, lowerchoice",1300.0,28.6,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 14, lowerchoice",1300.0,8.79,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 14, lowerchoice",1300.0,27.9,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 15, lowerchoice",1300.0,30.4,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 15, lowerchoice",1300.0,8.45,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 26, lowerchoice",1300.0,29.9,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 26, lowerchoice",1300.0,7.83,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 27, lowerchoice",1300.0,26.3,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 27, lowerchoice",1300.0,12.9,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 33, lowerchoice",1300.0,11.1,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 33, lowerchoice",1300.0,27.9,Protein,G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 34, lowerchoice",1300.0,11.4,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 34, lowerchoice",1300.0,26.0,Protein,G,13.0,Beef Products
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",1300.0,918.0,Energy,kJ,13.0,Beef Products
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",1300.0,0.0,"Carbohydrate, by difference",G,13.0,Beef Products
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",1300.0,11.4,Total lipid (fat),G,13.0,Beef Products
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",1300.0,27.3,Protein,G,13.0,Beef Products
"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",1300.0,219.0,Energy,KCAL,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 5, select",1300.0,21.5,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 5, select",1300.0,6.56,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 10, select",1300.0,4.86,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 10, select",1300.0,23.5,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 11, select",1300.0,22.9,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 11, select",1300.0,5.43,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 16, select",1300.0,4.06,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 16, select",1300.0,23.5,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 17, select",1300.0,23.1,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 17, select",1300.0,6.91,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 18, select",1300.0,23.8,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 18, select",1300.0,3.83,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 22, select",1300.0,23.6,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 22, select",1300.0,6.41,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 23, select",1300.0,22.4,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 23, select",1300.0,5.88,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 28, select",1300.0,4.09,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 28, select",1300.0,22.4,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 29, select",1300.0,4.63,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 29, select",1300.0,22.3,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 35, select",1300.0,4.11,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 35, select",1300.0,22.0,Protein,G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 36, select",1300.0,7.02,Total lipid (fat),G,13.0,Beef Products
"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 36, select",1300.0,21.0,Protein,G,13.0,Beef Products
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",1300.0,22.7,Protein,G,13.0,Beef Products
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",1300.0,145.0,Energy,KCAL,13.0,Beef Products
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",1300.0,5.32,Total lipid (fat),G,13.0,Beef Products
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",1300.0,606.0,Energy,kJ,13.0,Beef Products
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",1300.0,0.0,"Carbohydrate, by difference",G,13.0,Beef Products
"Proximates, Whole wheat bread, Store brand/other (IN,NY) - NFY1204QM",1800.0,3.4,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, Store brand/other (CA2,CT) - NFY1204RE",1800.0,4.0,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q6",1800.0,3.52,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M8",1800.0,3.15,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PE",1800.0,3.34,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QY",1800.0,3.62,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OL",1800.0,3.22,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S6",1800.0,3.89,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RQ",1800.0,3.78,Total lipid (fat),G,18.0,Baked Products
"Proximates, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SI",1800.0,3.56,Total lipid (fat),G,18.0,Baked Products
"Bread, whole-wheat, commercially prepared",1800.0,3.55,Total lipid (fat),G,18.0,Baked Products
"Bread, whole-wheat, commercially prepared",1800.0,12.3,Protein,G,18.0,Baked Products
"Bread, whole-wheat, commercially prepared",1800.0,1060.0,Energy,kJ,18.0,Baked Products
"Bread, whole-wheat, commercially prepared",1800.0,43.1,"Carbohydrate, by difference",G,18.0,Baked Products
"Bread, whole-wheat, commercially prepared",1800.0,254.0,Energy,KCAL,18.0,Baked Products
"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)",1600.0,27.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8130 (0% moisture)",1600.0,25.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8130 (0% moisture)",1600.0,1.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8040 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8040 (0% moisture)",1600.0,1.27,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8132 (0% moisture)",1600.0,1.12,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney, 11F-8132 (0% moisture)",1600.0,25.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney (0% moisture)",1600.0,25.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Dark Red Kidney (0% moisture)",1600.0,1.31,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8082 (0% moisture)",1600.0,1.48,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8082 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8190 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8190 (0% moisture)",1600.0,24.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8034 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8034 (0% moisture)",1600.0,1.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8188 (0% moisture)",1600.0,0.89,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8188 (0% moisture)",1600.0,25.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8197 (0% moisture)",1600.0,1.15,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8197 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8197 (0% moisture)",1600.0,1.15,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8197 (0% moisture)",1600.0,24.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8084 (0% moisture)",1600.0,1.35,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8084 (0% moisture)",1600.0,25.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8193 (0% moisture)",1600.0,1.14,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8193 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8058 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8058 (0% moisture)",1600.0,1.38,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8149 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8149 (0% moisture)",1600.0,1.07,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8059 (0% moisture)",1600.0,1.09,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8059 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8124 (0% moisture)",1600.0,1.36,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8124 (0% moisture)",1600.0,23.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8041 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8041 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8156 (0% moisture)",1600.0,25.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8156 (0% moisture)",1600.0,1.13,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8019 (0% moisture)",1600.0,24.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8019 (0% moisture)",1600.0,0.99,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8136 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8136 (0% moisture)",1600.0,1.45,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8018 (0% moisture)",1600.0,24.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8018 (0% moisture)",1600.0,1.42,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8187 (0% moisture)",1600.0,1.24,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8187 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8105 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8105 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8105 (0% moisture)",1600.0,23.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 11F-8105 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 483 (0% moisture)",1600.0,25.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 483 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 641 (0% moisture)",1600.0,22.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 641 (0% moisture)",1600.0,1.13,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 481 (0% moisture)",1600.0,25.7,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 481 (0% moisture)",1600.0,1.18,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 817 (0% moisture)",1600.0,1.23,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 817 (0% moisture)",1600.0,25.4,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 399 (0% moisture)",1600.0,1.7,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 399 (0% moisture)",1600.0,20.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 779 (0% moisture)",1600.0,1.64,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 779 (0% moisture)",1600.0,22.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 430 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 430 (0% moisture)",1600.0,0.94,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 699 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 699 (0% moisture)",1600.0,1.0,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 478 (0% moisture)",1600.0,24.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 478 (0% moisture)",1600.0,0.96,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 803 (0% moisture)",1600.0,0.94,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 803 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 504 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 504 (0% moisture)",1600.0,23.8,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 636 (0% moisture)",1600.0,21.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 636 (0% moisture)",1600.0,1.31,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 404 (0% moisture)",1600.0,1.29,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 404 (0% moisture)",1600.0,22.9,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 794 (0% moisture)",1600.0,1.17,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 794 (0% moisture)",1600.0,23.5,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 461 (0% moisture)",1600.0,1.17,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 461 (0% moisture)",1600.0,22.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 629 (0% moisture)",1600.0,23.2,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 629 (0% moisture)",1600.0,1.06,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 411 (0% moisture)",1600.0,1.65,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 411 (0% moisture)",1600.0,21.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 732 (0% moisture)",1600.0,1.39,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 732 (0% moisture)",1600.0,23.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 342 (0% moisture)",1600.0,1.35,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 342 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 342 (0% moisture)",1600.0,1.35,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 342 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 502 (0% moisture)",1600.0,24.3,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 502 (0% moisture)",1600.0,1.39,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 819 (0% moisture)",1600.0,1.37,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 819 (0% moisture)",1600.0,26.0,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 359 (0% moisture)",1600.0,21.6,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 359 (0% moisture)",1600.0,1.11,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 687 (0% moisture)",1600.0,1.07,Total lipid (fat),G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 687 (0% moisture)",1600.0,21.1,Protein,G,16.0,Legumes and Legume Products
"Beans, Dry, Pink, 321 (0% moisture)",1600.0,21.2,Protein,G,16.0,Legumes and Legume Products
